age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,campaign,pdays,previous,poutcome,y,had_previous_contact,campaign_log,previous_log
40,blue-collar,single,secondary,no,2858,yes,no,unknown,29,may,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
52,technician,married,secondary,no,2218,yes,no,cellular,12,may,4,354,5,failure,no,1,0.6931471805599453,1.791759469228055
43,admin.,single,secondary,no,238,no,no,cellular,19,feb,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
54,technician,single,tertiary,no,570,no,no,cellular,19,aug,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
55,management,married,tertiary,no,316,no,no,telephone,30,apr,5,-1,0,no_previous_contact,yes,0,1.0986122886681098,0.0
60,services,married,secondary,no,18154,yes,no,unknown,15,may,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
44,technician,single,unknown,no,3458,yes,no,cellular,6,apr,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
55,blue-collar,married,secondary,no,3616,yes,no,cellular,12,may,4,-1,0,no_previous_contact,yes,0,0.6931471805599453,0.0
66,management,married,tertiary,no,9834,no,no,cellular,23,apr,4,-1,0,no_previous_contact,yes,0,0.6931471805599453,0.0
58,services,married,primary,no,58,no,no,telephone,7,jul,11,-1,0,no_previous_contact,no,0,2.19722457733622,0.0
69,management,married,tertiary,no,14498,yes,yes,cellular,4,feb,5,77,1,failure,no,1,1.0986122886681098,0.6931471805599453
71,services,married,secondary,no,5316,yes,no,unknown,15,may,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
53,unemployed,married,primary,no,14010,yes,no,cellular,7,jul,4,412,1,failure,yes,1,0.6931471805599453,0.6931471805599453
69,services,single,secondary,no,0,no,no,cellular,23,sep,4,-1,0,no_previous_contact,yes,0,0.6931471805599453,0.0
52,blue-collar,married,secondary,no,-576,yes,yes,unknown,6,jun,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
60,blue-collar,married,primary,no,2582,yes,no,cellular,28,aug,20,-1,0,no_previous_contact,no,0,2.8903717578961645,0.0
56,management,married,tertiary,no,502,no,yes,unknown,6,jun,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
55,blue-collar,married,secondary,no,1264,no,no,cellular,5,feb,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
48,management,single,tertiary,no,2608,yes,no,cellular,18,may,5,-1,0,no_previous_contact,yes,0,1.0986122886681098,0.0
52,services,married,primary,yes,-966,yes,yes,cellular,19,nov,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
42,management,married,tertiary,no,9818,no,yes,cellular,17,jul,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
74,unknown,divorced,unknown,no,54,no,no,unknown,5,may,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
57,technician,single,secondary,no,1432,yes,no,cellular,21,nov,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
45,admin.,single,tertiary,no,0,yes,no,cellular,11,may,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
63,blue-collar,married,secondary,no,1786,no,no,cellular,13,aug,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
47,blue-collar,married,secondary,no,450,yes,no,cellular,17,apr,4,150,1,failure,yes,1,0.6931471805599453,0.6931471805599453
53,entrepreneur,married,tertiary,no,1356,no,yes,cellular,18,nov,5,152,1,failure,no,1,1.0986122886681098,0.6931471805599453
65,technician,married,tertiary,no,6234,no,no,cellular,20,nov,5,164,1,failure,no,1,1.0986122886681098,0.6931471805599453
72,blue-collar,married,primary,no,186,yes,no,telephone,17,apr,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
57,admin.,single,secondary,no,60,yes,no,cellular,4,feb,4,266,3,failure,no,1,0.6931471805599453,1.3862943611198906
56,unemployed,divorced,secondary,no,542,yes,no,unknown,19,jun,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
55,entrepreneur,married,secondary,no,5326,yes,yes,cellular,6,feb,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
73,retired,divorced,primary,no,22,no,yes,cellular,10,jul,8,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
51,management,divorced,tertiary,yes,-2,yes,yes,unknown,23,may,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
62,management,single,tertiary,no,0,no,no,unknown,11,jun,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
47,management,married,primary,yes,-2322,yes,yes,cellular,30,jan,8,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
69,services,married,secondary,no,1624,no,no,cellular,31,jul,9,-1,0,no_previous_contact,no,0,1.9459101490553128,0.0
54,blue-collar,single,secondary,no,338,yes,no,unknown,9,may,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
41,blue-collar,single,primary,no,1070,yes,no,unknown,9,jun,40,-1,0,no_previous_contact,no,0,3.6375861597263857,0.0
56,entrepreneur,married,secondary,no,1436,yes,no,unknown,14,may,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
97,retired,divorced,primary,no,0,no,no,cellular,6,aug,6,295,1,failure,no,1,1.3862943611198906,0.6931471805599453
46,technician,single,secondary,no,2444,yes,no,cellular,20,apr,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
48,blue-collar,divorced,secondary,no,120,no,no,unknown,6,may,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
50,blue-collar,married,secondary,no,-516,yes,no,cellular,9,jul,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
68,blue-collar,married,secondary,no,3704,yes,no,unknown,29,may,7,-1,0,no_previous_contact,no,0,1.6094379124341005,0.0
47,blue-collar,married,primary,no,658,yes,no,cellular,3,feb,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
67,blue-collar,divorced,primary,no,-382,yes,no,unknown,15,may,4,-1,0,no_previous_contact,yes,0,0.6931471805599453,0.0
64,blue-collar,married,secondary,no,2254,yes,yes,cellular,10,jul,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
46,management,single,tertiary,no,354,yes,no,cellular,15,may,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
61,blue-collar,married,primary,no,3332,yes,no,unknown,9,jun,16,-1,0,no_previous_contact,no,0,2.6390573296152584,0.0
43,technician,married,secondary,no,2360,yes,no,unknown,29,may,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
45,services,married,primary,no,2030,yes,no,cellular,20,nov,4,113,8,failure,no,1,0.6931471805599453,2.19722457733622
64,entrepreneur,married,tertiary,no,640,yes,yes,unknown,19,may,9,-1,0,no_previous_contact,no,0,1.9459101490553128,0.0
50,technician,single,tertiary,no,970,yes,no,unknown,29,may,8,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
76,housemaid,married,primary,no,422,no,no,cellular,31,aug,5,186,3,failure,yes,1,1.0986122886681098,1.3862943611198906
59,technician,married,tertiary,no,3636,yes,yes,cellular,3,nov,5,83,2,failure,no,1,1.0986122886681098,1.0986122886681098
47,blue-collar,married,secondary,no,-128,yes,no,cellular,13,may,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
54,blue-collar,married,secondary,no,276,no,no,unknown,9,jun,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
77,management,married,tertiary,no,0,no,no,cellular,13,oct,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
74,unemployed,married,secondary,no,2452,no,no,cellular,6,feb,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
39,self-employed,single,tertiary,no,5968,yes,no,unknown,27,may,4,-1,0,no_previous_contact,yes,0,0.6931471805599453,0.0
48,services,single,secondary,no,3880,yes,no,cellular,17,apr,6,329,2,failure,no,1,1.3862943611198906,1.0986122886681098
69,management,single,tertiary,no,4162,no,no,cellular,1,oct,5,108,1,failure,no,1,1.0986122886681098,0.6931471805599453
64,management,married,tertiary,no,5762,no,no,cellular,2,mar,6,-1,0,no_previous_contact,yes,0,1.3862943611198906,0.0
72,services,married,secondary,no,16532,yes,no,telephone,21,nov,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
61,blue-collar,married,tertiary,no,2994,yes,no,unknown,19,may,9,-1,0,no_previous_contact,no,0,1.9459101490553128,0.0
68,services,married,secondary,no,2728,no,no,cellular,17,nov,4,115,1,failure,no,1,0.6931471805599453,0.6931471805599453
66,blue-collar,married,secondary,no,926,yes,yes,cellular,15,jul,7,-1,0,no_previous_contact,no,0,1.6094379124341005,0.0
46,management,divorced,tertiary,yes,20,yes,yes,cellular,5,may,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
66,technician,married,unknown,no,850,yes,no,unknown,19,may,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
58,technician,single,secondary,no,9980,yes,no,cellular,7,apr,4,228,10,failure,no,1,0.6931471805599453,2.3978952727983707
67,management,married,tertiary,no,0,no,no,unknown,20,jun,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
53,services,single,tertiary,no,2836,no,no,cellular,29,jan,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
72,management,married,primary,no,1190,no,no,unknown,9,jun,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
63,technician,married,secondary,no,2000,no,no,cellular,21,nov,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
61,self-employed,single,secondary,no,1052,no,no,cellular,30,apr,4,87,2,other,yes,1,0.6931471805599453,1.0986122886681098
74,retired,divorced,primary,no,242,yes,no,unknown,12,may,10,-1,0,no_previous_contact,no,0,2.079441541679836,0.0
69,blue-collar,married,unknown,no,620,yes,no,telephone,28,jan,7,258,3,other,no,1,1.6094379124341005,1.3862943611198906
71,admin.,married,secondary,no,1204,no,no,cellular,14,jun,4,130,8,success,yes,1,0.6931471805599453,2.19722457733622
64,technician,divorced,tertiary,no,1748,yes,no,unknown,16,may,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
53,services,married,secondary,no,564,no,no,cellular,15,jan,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
65,technician,married,secondary,no,-140,yes,yes,cellular,28,jan,5,191,1,failure,no,1,1.0986122886681098,0.6931471805599453
78,retired,married,secondary,no,4060,no,no,cellular,6,apr,9,-1,0,no_previous_contact,no,0,1.9459101490553128,0.0
38,technician,married,secondary,no,8,yes,no,cellular,20,apr,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
63,services,divorced,secondary,no,402,yes,no,cellular,12,may,6,371,2,failure,no,1,1.3862943611198906,1.0986122886681098
70,unemployed,married,secondary,no,8744,yes,no,cellular,30,jul,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
53,blue-collar,single,secondary,no,0,no,no,cellular,30,apr,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
54,technician,married,secondary,no,428,yes,no,unknown,27,may,14,-1,0,no_previous_contact,no,0,2.4849066497880004,0.0
47,blue-collar,married,secondary,no,0,yes,no,unknown,7,may,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
57,self-employed,married,secondary,no,798,no,no,cellular,28,jan,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
58,blue-collar,divorced,primary,no,12,yes,no,unknown,27,may,7,-1,0,no_previous_contact,no,0,1.6094379124341005,0.0
59,services,single,secondary,no,1524,no,yes,cellular,21,nov,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
41,student,single,secondary,no,10592,no,no,telephone,12,aug,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
51,blue-collar,married,secondary,no,1856,no,no,cellular,17,apr,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
54,housemaid,married,primary,no,30704,no,no,unknown,16,jun,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
53,technician,single,secondary,no,1130,yes,no,cellular,30,apr,4,-1,0,no_previous_contact,yes,0,0.6931471805599453,0.0
51,services,married,secondary,no,1756,yes,no,cellular,20,apr,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
45,technician,married,secondary,no,-560,yes,no,cellular,17,apr,5,266,2,failure,no,1,1.0986122886681098,1.0986122886681098
50,admin.,married,secondary,no,4748,yes,no,cellular,11,aug,5,183,5,success,yes,1,1.0986122886681098,1.791759469228055
67,unemployed,married,secondary,no,188,no,no,cellular,10,feb,4,92,13,success,yes,1,0.6931471805599453,2.6390573296152584
64,technician,married,secondary,yes,-148,yes,no,cellular,19,nov,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
59,services,single,secondary,no,10,no,no,cellular,21,jul,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
50,management,divorced,tertiary,no,1616,no,no,cellular,19,nov,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
52,services,married,secondary,no,290,yes,no,telephone,22,jul,16,-1,0,no_previous_contact,no,0,2.6390573296152584,0.0
48,management,single,secondary,yes,-348,yes,no,unknown,15,may,8,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
50,management,single,tertiary,no,1494,no,no,cellular,23,feb,5,176,3,failure,no,1,1.0986122886681098,1.3862943611198906
55,unemployed,married,secondary,no,0,yes,no,cellular,19,nov,4,183,1,failure,no,1,0.6931471805599453,0.6931471805599453
47,services,single,secondary,no,792,yes,no,cellular,13,may,7,-1,0,no_previous_contact,no,0,1.6094379124341005,0.0
56,admin.,married,secondary,no,9078,no,no,unknown,30,may,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
57,blue-collar,married,primary,no,520,yes,no,telephone,31,jul,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
67,services,married,secondary,no,-2,no,yes,unknown,26,jun,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
47,blue-collar,married,secondary,no,6288,yes,no,unknown,23,may,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
57,management,divorced,secondary,no,-544,no,no,cellular,8,jul,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
69,services,married,secondary,no,772,yes,no,cellular,2,aug,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
52,services,married,secondary,no,156,yes,no,unknown,7,may,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
55,blue-collar,married,secondary,no,2450,yes,no,unknown,5,may,8,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
63,admin.,divorced,secondary,no,1910,yes,no,cellular,4,feb,5,265,3,other,no,1,1.0986122886681098,1.3862943611198906
73,management,married,secondary,no,5478,yes,no,cellular,30,jul,9,-1,0,no_previous_contact,no,0,1.9459101490553128,0.0
50,student,single,unknown,no,0,no,no,telephone,28,jan,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
72,technician,married,secondary,no,6568,yes,no,unknown,26,may,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
67,technician,married,secondary,no,1978,no,no,cellular,11,aug,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
54,services,married,secondary,no,1390,yes,no,unknown,28,may,13,-1,0,no_previous_contact,no,0,2.3978952727983707,0.0
69,housemaid,married,secondary,no,2364,yes,no,cellular,6,may,5,241,2,failure,no,1,1.0986122886681098,1.0986122886681098
50,technician,married,secondary,no,1384,yes,yes,unknown,14,may,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
65,housemaid,married,primary,no,10592,no,no,cellular,19,nov,10,-1,0,no_previous_contact,no,0,2.079441541679836,0.0
43,blue-collar,married,secondary,no,0,yes,no,unknown,8,may,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
51,blue-collar,married,unknown,no,2046,yes,no,cellular,4,feb,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
49,management,married,secondary,no,-588,yes,no,unknown,27,may,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
48,management,single,tertiary,no,14838,yes,no,cellular,15,may,11,331,29,failure,no,1,2.19722457733622,3.4011973816621555
71,retired,married,primary,no,3894,no,no,cellular,30,oct,5,149,3,failure,no,1,1.0986122886681098,1.3862943611198906
34,student,single,unknown,no,54,no,no,telephone,5,mar,15,-1,0,no_previous_contact,no,0,2.5649493574615367,0.0
69,technician,single,secondary,no,946,yes,no,cellular,18,aug,9,-1,0,no_previous_contact,no,0,1.9459101490553128,0.0
48,blue-collar,married,secondary,no,128,no,no,unknown,16,may,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
48,blue-collar,married,tertiary,no,12276,yes,no,unknown,20,may,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
56,technician,married,secondary,no,-344,yes,yes,cellular,11,jul,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
52,admin.,married,secondary,no,1274,no,no,unknown,5,jun,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
48,blue-collar,married,primary,no,820,yes,no,cellular,13,may,5,355,2,failure,no,1,1.0986122886681098,1.0986122886681098
44,admin.,single,secondary,no,612,yes,no,cellular,18,may,7,-1,0,no_previous_contact,yes,0,1.6094379124341005,0.0
67,management,married,primary,no,0,yes,yes,cellular,17,nov,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
56,technician,married,unknown,no,-2272,yes,yes,unknown,4,jun,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
67,housemaid,married,unknown,no,4674,yes,no,cellular,24,nov,6,91,11,failure,no,1,1.3862943611198906,2.4849066497880004
47,technician,single,secondary,no,448,no,no,cellular,29,aug,7,-1,0,no_previous_contact,no,0,1.6094379124341005,0.0
46,blue-collar,married,primary,no,1302,yes,no,unknown,13,may,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
50,services,married,secondary,no,4270,no,no,unknown,11,jun,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
46,technician,single,secondary,no,0,no,no,cellular,29,aug,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
64,blue-collar,married,primary,no,710,yes,no,unknown,2,jun,10,-1,0,no_previous_contact,no,0,2.079441541679836,0.0
87,retired,divorced,tertiary,no,804,no,no,cellular,12,jul,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
49,entrepreneur,married,tertiary,no,-56,yes,no,cellular,16,jul,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
55,blue-collar,divorced,primary,no,738,no,no,unknown,6,may,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
66,blue-collar,married,primary,no,1728,yes,no,cellular,13,may,4,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
65,services,married,secondary,no,756,no,yes,telephone,18,jul,12,-1,0,no_previous_contact,no,0,2.302585092994046,0.0
49,services,married,secondary,no,140,yes,yes,unknown,23,may,7,-1,0,no_previous_contact,no,0,1.6094379124341005,0.0
47,technician,single,tertiary,yes,0,no,no,cellular,19,nov,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
58,blue-collar,married,primary,no,0,yes,no,unknown,3,jun,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
64,blue-collar,married,primary,no,2064,yes,no,unknown,2,jun,8,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
60,blue-collar,married,primary,no,370,yes,no,cellular,29,jan,6,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
51,blue-collar,married,primary,no,88,no,no,unknown,20,jun,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
45,technician,single,secondary,no,2330,no,no,cellular,4,jun,5,183,3,success,yes,1,1.0986122886681098,1.3862943611198906
64,management,married,tertiary,no,2860,no,no,cellular,18,nov,5,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
