age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,campaign,pdays,previous,poutcome,y,had_previous_contact,campaign_log,previous_log
57,services,married,primary,no,2893,no,no,cellular,8,aug,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
54,admin.,married,secondary,yes,-1089,no,yes,cellular,28,jan,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
50,management,married,tertiary,no,67,no,yes,unknown,20,jun,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
33,admin.,married,secondary,no,1737,no,no,cellular,30,apr,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
25,technician,single,secondary,no,0,yes,no,cellular,23,jul,5,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
48,blue-collar,married,primary,no,6489,yes,no,unknown,19,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
30,admin.,single,secondary,no,1223,yes,no,cellular,30,jul,5,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
43,unemployed,married,secondary,no,775,no,no,cellular,14,aug,1,106,1,failure,no,1,0.6931471805599453,0.6931471805599453
48,unemployed,divorced,secondary,no,1266,yes,no,telephone,3,feb,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
59,housemaid,married,primary,no,1100,no,no,cellular,18,aug,10,-1,0,no_previous_contact,no,0,2.3978952727983707,0.0
38,self-employed,single,tertiary,no,917,yes,no,unknown,23,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
28,services,married,secondary,no,4,yes,no,unknown,2,sep,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
33,technician,single,tertiary,no,68,no,no,cellular,14,aug,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
38,self-employed,divorced,secondary,yes,2,no,no,cellular,20,nov,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
34,admin.,married,secondary,no,641,yes,yes,unknown,16,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
44,management,single,tertiary,no,-1313,yes,yes,cellular,15,may,10,-1,0,no_previous_contact,no,0,2.3978952727983707,0.0
40,services,married,secondary,no,-192,yes,no,cellular,11,may,1,-1,0,no_previous_contact,yes,0,0.6931471805599453,0.0
27,technician,single,tertiary,no,11862,no,no,telephone,25,may,5,101,1,success,no,1,1.791759469228055,0.6931471805599453
34,management,single,tertiary,no,618,yes,no,unknown,3,jun,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
39,housemaid,married,primary,no,0,yes,no,telephone,16,jul,6,-1,0,no_previous_contact,no,0,1.9459101490553132,0.0
56,retired,married,secondary,no,1678,yes,no,unknown,15,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
38,technician,married,tertiary,no,52,yes,no,cellular,14,apr,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
28,management,single,secondary,no,1633,no,no,cellular,8,sep,1,95,1,success,no,1,0.6931471805599453,0.6931471805599453
59,retired,divorced,primary,no,121,yes,no,unknown,12,may,7,-1,0,no_previous_contact,no,0,2.0794415416798357,0.0
61,retired,divorced,secondary,no,0,no,no,cellular,5,may,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
34,blue-collar,married,secondary,no,504,yes,no,unknown,28,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
44,management,divorced,tertiary,no,2058,no,yes,cellular,21,nov,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
39,admin.,married,secondary,no,150,no,no,cellular,25,sep,1,46,7,other,no,1,0.6931471805599453,2.0794415416798357
30,admin.,single,secondary,no,127,yes,no,cellular,18,may,6,368,1,other,no,1,1.9459101490553132,0.6931471805599453
40,blue-collar,married,primary,no,572,yes,yes,cellular,17,apr,1,318,1,failure,no,1,0.6931471805599453,0.6931471805599453
20,student,single,tertiary,no,2764,yes,no,unknown,29,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
45,management,married,tertiary,no,1186,no,no,cellular,29,aug,7,-1,0,no_previous_contact,no,0,2.0794415416798357,0.0
34,management,married,tertiary,no,1790,yes,no,cellular,22,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
38,management,single,tertiary,no,8,yes,no,cellular,28,jul,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
27,admin.,single,tertiary,no,3672,yes,no,cellular,15,may,2,351,5,failure,no,1,1.0986122886681098,1.791759469228055
51,admin.,married,primary,no,943,yes,no,unknown,29,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
34,services,divorced,tertiary,no,800,yes,yes,cellular,8,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
36,housemaid,married,primary,no,78,yes,no,telephone,30,jul,9,-1,0,no_previous_contact,yes,0,2.302585092994046,0.0
36,services,single,secondary,no,365,no,no,cellular,4,may,1,-1,0,no_previous_contact,yes,0,0.6931471805599453,0.0
40,technician,divorced,secondary,no,0,no,no,cellular,7,aug,2,-1,0,no_previous_contact,yes,0,1.0986122886681098,0.0
45,entrepreneur,married,secondary,no,4688,no,no,cellular,7,jul,10,-1,0,no_previous_contact,no,0,2.3978952727983707,0.0
33,technician,single,secondary,no,402,yes,yes,unknown,15,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
39,blue-collar,married,primary,no,332,yes,no,unknown,8,may,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
34,management,married,tertiary,no,351,no,no,cellular,30,jan,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
51,blue-collar,married,primary,no,1194,yes,no,cellular,18,nov,1,186,3,failure,no,1,0.6931471805599453,1.3862943611198906
29,blue-collar,married,secondary,no,97,yes,no,cellular,18,may,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
47,blue-collar,married,primary,no,-169,no,yes,cellular,13,may,1,349,3,failure,no,1,0.6931471805599453,1.3862943611198906
34,blue-collar,married,secondary,no,496,yes,no,cellular,13,may,1,-1,0,no_previous_contact,yes,0,0.6931471805599453,0.0
33,technician,married,secondary,no,0,yes,yes,cellular,19,nov,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
41,technician,married,tertiary,no,532,yes,no,cellular,9,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
45,management,married,tertiary,no,-687,yes,yes,unknown,18,jun,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
59,retired,married,primary,no,468,yes,no,telephone,8,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
43,unemployed,single,tertiary,no,408,no,no,cellular,14,jul,8,-1,0,no_previous_contact,no,0,2.1972245773362196,0.0
64,unknown,married,unknown,no,2799,no,no,telephone,9,sep,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
32,housemaid,married,secondary,no,0,no,no,cellular,21,aug,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
48,blue-collar,married,secondary,no,0,no,no,cellular,29,jul,6,-1,0,no_previous_contact,no,0,1.9459101490553132,0.0
38,technician,married,tertiary,no,447,yes,no,cellular,2,feb,1,269,1,failure,no,1,0.6931471805599453,0.6931471805599453
59,retired,married,secondary,no,0,no,no,cellular,6,aug,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
51,management,married,tertiary,no,469,no,no,cellular,14,oct,1,182,3,success,yes,1,0.6931471805599453,1.3862943611198906
28,services,single,secondary,no,3575,yes,no,unknown,3,jun,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
59,retired,married,secondary,no,1896,no,no,telephone,20,nov,9,-1,0,no_previous_contact,no,0,2.302585092994046,0.0
32,self-employed,single,secondary,no,518,yes,no,cellular,18,may,7,-1,0,no_previous_contact,no,0,2.0794415416798357,0.0
30,admin.,single,secondary,no,270,no,no,cellular,30,apr,1,80,1,success,yes,1,0.6931471805599453,0.6931471805599453
43,blue-collar,married,primary,no,223,yes,no,cellular,4,feb,2,204,2,other,no,1,1.0986122886681098,1.0986122886681098
38,blue-collar,married,secondary,no,730,yes,no,cellular,20,apr,5,328,8,other,no,1,1.791759469228055,2.1972245773362196
33,blue-collar,single,secondary,no,264,yes,no,cellular,17,apr,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
59,retired,married,unknown,no,178,yes,no,telephone,11,jul,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
34,technician,single,secondary,no,1313,no,no,cellular,22,jul,2,94,4,failure,no,1,1.0986122886681098,1.6094379124341003
27,admin.,married,secondary,yes,-517,yes,no,cellular,14,jul,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
43,technician,single,secondary,no,463,yes,no,cellular,17,nov,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
35,admin.,divorced,secondary,no,-101,yes,yes,cellular,6,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
38,retired,married,unknown,no,304,no,no,cellular,11,may,1,350,5,other,no,1,0.6931471805599453,1.791759469228055
47,blue-collar,married,secondary,no,4403,yes,yes,unknown,17,nov,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
31,services,married,secondary,no,28,yes,no,unknown,8,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
56,retired,married,unknown,no,230,no,no,cellular,8,sep,1,92,2,failure,no,1,0.6931471805599453,1.0986122886681098
43,entrepreneur,married,tertiary,no,11532,yes,no,telephone,25,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
37,blue-collar,married,secondary,no,2023,yes,no,cellular,10,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
43,management,married,tertiary,yes,0,no,no,cellular,21,jul,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
50,management,married,secondary,no,13931,yes,no,cellular,18,nov,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
37,management,married,secondary,no,58,no,no,telephone,28,aug,20,-1,0,no_previous_contact,no,0,3.044522437723423,0.0
53,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
32,blue-collar,married,secondary,no,0,yes,no,cellular,19,nov,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
45,unemployed,single,primary,no,8725,no,no,cellular,8,jul,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
44,management,single,tertiary,no,300,yes,no,cellular,17,nov,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
40,blue-collar,married,secondary,no,1508,no,no,cellular,3,nov,2,85,3,failure,no,1,1.0986122886681098,1.3862943611198906
56,services,divorced,secondary,no,6101,no,no,cellular,14,apr,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
26,technician,divorced,tertiary,no,-70,no,yes,unknown,1,jul,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
38,technician,single,tertiary,no,221,no,no,cellular,20,aug,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
32,admin.,single,secondary,no,299,yes,no,cellular,20,apr,2,348,2,failure,no,1,1.0986122886681098,1.0986122886681098
24,student,single,primary,no,1283,no,no,cellular,2,apr,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
28,blue-collar,single,tertiary,no,1372,no,no,cellular,15,may,4,298,1,failure,no,1,1.6094379124341003,0.6931471805599453
48,management,married,tertiary,no,408,yes,no,cellular,17,apr,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
38,technician,married,secondary,no,497,no,no,unknown,14,apr,1,-1,0,no_previous_contact,yes,0,0.6931471805599453,0.0
56,management,divorced,tertiary,no,310,no,no,unknown,20,jun,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
33,technician,single,secondary,no,291,no,no,cellular,25,aug,6,-1,0,no_previous_contact,no,0,1.9459101490553132,0.0
34,blue-collar,married,secondary,no,1412,yes,yes,unknown,27,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
28,blue-collar,divorced,primary,no,319,yes,no,cellular,21,jul,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
28,self-employed,single,secondary,no,68,no,no,cellular,30,apr,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
45,technician,married,secondary,no,406,yes,no,cellular,3,jun,1,307,10,other,no,1,0.6931471805599453,2.3978952727983707
30,student,single,secondary,no,1555,no,no,cellular,2,jun,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
57,entrepreneur,married,secondary,no,905,no,no,cellular,7,aug,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
30,services,single,secondary,no,9720,no,yes,cellular,20,nov,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
38,blue-collar,married,secondary,no,2685,no,no,unknown,20,jun,12,-1,0,no_previous_contact,no,0,2.5649493574615367,0.0
48,blue-collar,married,unknown,no,131,yes,no,unknown,6,may,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
49,management,married,tertiary,no,0,no,no,cellular,19,aug,6,-1,0,no_previous_contact,no,0,1.9459101490553132,0.0
59,admin.,married,secondary,no,1675,no,yes,cellular,7,aug,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
56,services,married,unknown,no,616,no,no,unknown,18,jun,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
57,entrepreneur,married,secondary,no,926,no,no,unknown,17,jun,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
34,management,married,tertiary,no,611,no,no,cellular,2,jun,1,-1,0,no_previous_contact,yes,0,0.6931471805599453,0.0
55,technician,married,secondary,no,3207,no,no,cellular,28,jan,2,153,12,failure,no,1,1.0986122886681098,2.5649493574615367
40,technician,married,secondary,no,336,no,no,cellular,27,aug,6,-1,0,no_previous_contact,no,0,1.9459101490553132,0.0
29,self-employed,single,tertiary,no,805,no,no,cellular,1,jul,2,128,8,success,no,1,1.0986122886681098,2.1972245773362196
59,retired,married,primary,no,0,no,no,cellular,22,aug,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
49,management,divorced,secondary,no,613,no,yes,cellular,28,jan,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
46,technician,married,secondary,no,410,no,yes,cellular,21,nov,5,-1,0,no_previous_contact,no,0,1.791759469228055,0.0
35,services,single,secondary,no,143,yes,yes,cellular,13,may,1,369,2,other,no,1,0.6931471805599453,1.0986122886681098
27,services,married,secondary,no,100,no,no,cellular,16,jul,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
56,retired,married,primary,no,3149,no,no,cellular,7,aug,3,-1,0,no_previous_contact,no,0,1.3862943611198906,0.0
50,technician,married,secondary,no,1088,yes,no,unknown,20,jun,21,-1,0,no_previous_contact,no,0,3.091042453358316,0.0
40,self-employed,divorced,secondary,no,172,no,no,cellular,29,jan,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
42,technician,married,unknown,no,-401,yes,no,telephone,29,aug,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
44,services,divorced,secondary,no,-389,yes,yes,unknown,5,jun,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
56,retired,married,primary,no,21,no,no,cellular,29,jul,7,-1,0,no_previous_contact,no,0,2.0794415416798357,0.0
30,services,single,secondary,no,268,no,no,unknown,24,jul,1,-1,0,no_previous_contact,no,0,0.6931471805599453,0.0
30,services,single,secondary,no,21,yes,no,unknown,7,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
30,self-employed,single,tertiary,no,189,no,no,cellular,19,nov,4,-1,0,no_previous_contact,no,0,1.6094379124341003,0.0
40,blue-collar,single,secondary,no,6915,yes,no,cellular,4,feb,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
32,management,single,tertiary,no,123,no,no,telephone,29,aug,11,-1,0,no_previous_contact,no,0,2.4849066497880004,0.0
32,blue-collar,single,secondary,no,1067,yes,no,unknown,21,may,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
27,admin.,single,secondary,no,914,no,no,cellular,8,jul,2,-1,0,no_previous_contact,no,0,1.0986122886681098,0.0
